COMID,Lat,Lon
8000538,50.04944859,91.07023648
8000539,50.00922792,91.98649337
8000540,50.01682666,94.84265069
8000541,49.99337979,96.98852137
8000542,49.97199899,97.01495104
8000543,49.97721817,95.48125104
8000544,49.9773181,95.60148749
8000545,50.03683456,91.17434356
8000546,49.98565812,94.09055044
8000547,50.01588251,96.35123253
8000548,49.99878324,96.41835866
8000549,49.97886237,92.50505345
8000550,50.00544104,93.17971967
8000551,49.97459897,93.46980856
8000552,49.98938397,93.97937499
8000553,49.96369097,94.19902214
8000554,49.96689416,94.21183563
8000555,49.9622575,93.31656092
8000556,49.9825908,91.49545614
8000557,49.96654634,92.83480957
8000558,49.96187309,95.50234038
8000559,49.98686513,93.13878265
8000560,49.98518477,92.4482901
8000561,49.96919579,91.38642474
8000562,49.96082515,92.82677629
8000563,49.95033731,93.34339208
8000564,49.97472485,97.22512045
8000565,49.97356202,90.07475291
8000566,49.94398415,95.37643649
8000567,49.94265536,90.08211711
8000568,50.01228386,94.77095543
8000569,49.95039328,94.29040725
8000570,49.96172355,94.73976727
8000571,49.94228612,95.01310781
8000572,49.97727785,93.00010881
8000573,49.95367735,91.95828105
8000574,50.00420611,75.83856626
8000575,49.97982981,75.90293413
8000576,49.93431594,89.67839904
8000577,49.96011662,89.85990989
8000578,50.00512459,92.91296124
8000579,49.94615281,95.61461196
8000580,49.929348,91.92398143
8000581,50.01072732,92.16270617
8000582,49.95701847,96.70380504
8000583,49.9521952,96.78106722
8000584,49.94950533,91.40656886
8000585,49.94007655,91.44129459
8000586,49.93969564,92.85493117
8000587,49.94055954,93.19891313
8000588,49.99128451,75.48595782
8000589,49.96800303,75.5755468
8000590,49.94893903,93.37265786
8000591,49.91958334,75.41208333
8000592,49.92870259,94.89128689
8000593,50.029133,90.12134727
8000594,49.94764006,90.25159194
8000595,49.95185975,75.76061537
8000596,49.92260133,75.77509605
8000597,49.91625003,90.24458333
8000598,49.92459684,90.25294261
8000599,49.9348957,93.18484535
8000600,49.92627647,95.01106134
8000601,49.9412117,96.41440537
8000602,49.95325714,96.44217806
8000603,49.94830445,93.42820438
8000604,49.93831981,94.68380469
8000605,49.93714359,75.39971858
8000606,49.91166719,75.40416667
8000607,49.96728078,92.26034787
8000608,49.93625262,91.96270389
8000609,49.92588289,95.49773686
8000610,49.90083338,92.17333333
8000611,49.90494543,95.46569693
8000612,49.95356477,92.61872574
8000613,49.94090387,96.16186367
8000614,49.94100406,93.41549953
8000615,49.9386882,97.10921781
8000616,49.90690446,91.37731362
8000617,49.90953794,97.15919521
8000618,49.89619786,95.47694265
8000619,49.89535342,96.1970694
8000620,49.91138196,75.4757554
8000621,49.90157637,75.65301082
8000622,49.89130519,93.74534486
8000623,49.89779442,93.8111901
8000624,49.88791673,75.53125
8000625,49.89183532,92.15235785
8000626,49.90311451,94.85548429
8000627,49.88125,93.64624999
8000628,49.88839261,93.67814256
8000629,49.88647205,93.71369038
8000630,49.90920807,94.3070648
8000631,49.92932034,93.59716565
8000632,49.87895839,93.71958333
8000633,49.88078742,93.79734545
8000634,49.87813199,93.65336932
8000635,49.87982994,75.61927055
8000636,49.87857418,91.2612963
8000637,49.91246721,92.84601342
8000638,49.87536938,75.15959192
8000639,49.87387636,75.18693979
8000640,49.89768551,91.8965248
8000641,49.97954608,92.39086819
8000642,49.87603975,95.47796275
8000643,49.86729762,93.85539024
8000644,49.87021073,75.54895833
8000645,49.89225691,89.68680631
8000646,49.87414832,95.46682738
8000647,49.87328259,75.76208447
8000648,49.85769024,93.91237149
8000649,49.88828367,89.95302326
8000650,49.88450789,91.42417628
8000651,49.85321373,93.94601099
8000652,49.90469187,75.91309396
8000653,49.84913384,91.45684724
8000654,49.88712603,92.93366674
8000655,49.85186335,96.58689057
8000656,49.88676266,96.63806946
8000657,49.85183867,94.00536307
8000658,49.84701005,94.0615186
8000659,49.84744069,94.08559871
8000660,49.84799452,94.11140729
8000661,49.84922085,94.18563936
8000662,49.84091271,94.10060021
8000663,49.84770515,75.21683144
8000664,49.90673001,75.29349119
8000665,49.87654746,96.98044289
8000666,49.83803783,96.99504137
8000667,49.88086746,92.94804799
8000668,49.84090232,94.26057772
8000669,49.84429665,90.1226699
8000670,49.8907806,90.13615817
8000671,49.8538445,93.82188334
8000672,49.8344581,89.97962119
8000673,49.84264175,97.3655993
8000674,49.85598805,97.44234919
8000675,49.83500015,75.2675
8000676,49.8631904,75.3381797
8000677,49.82937504,75.269375
8000678,49.90030045,97.00133404
8000679,49.86178458,97.0544532
8000680,49.83212237,90.98847495
8000681,49.8405482,93.94312576
8000682,49.85017726,93.65944947
8000683,49.82541667,94.48749999
8000684,49.83251768,97.00187054
8000685,49.82666668,97.00499999
8000686,49.83689411,91.45253801
8000687,49.90629018,92.52261264
8000688,49.83776928,75.83446718
8000689,49.83211771,90.03379492
8000690,49.85323662,92.12241383
8000691,49.83563711,94.35594186
8000692,49.85405738,90.81797766
8000693,49.85149147,90.86698384
8000694,49.81936444,97.81844924
8000695,49.88961061,97.77658189
8000696,49.82163205,89.92118638
8000697,49.82235256,94.51548082
8000698,49.81962645,94.56903688
8000699,49.81294178,94.62124084
8000700,49.8655332,92.88815941
8000701,49.81527432,75.86648092
8000702,49.81840773,75.9311219
8000703,49.88096521,90.75177673
8000704,49.81247241,90.79919031
8000705,49.80847347,94.6418498
8000706,49.82192714,94.71760034
8000707,49.91555271,94.61374035
8000708,49.90024675,90.38322921
8000709,49.88243588,90.49305446
8000710,49.84493438,92.0950261
8000711,49.90818201,92.43484575
8000712,49.81655068,95.39893787
8000713,49.80348782,92.91284091
8000714,49.81192274,94.49171255
8000715,49.83984941,75.72726765
8000716,49.80941234,97.8385239
8000717,49.80977213,97.8543382
8000718,49.85671987,96.41139953
8000719,49.82293741,96.42906976
8000720,49.86064324,92.10072049
8000721,49.83820785,93.63144624
8000722,49.81943215,75.17779776
8000723,49.81498219,97.21403378
8000724,49.84750105,96.10276513
8000725,49.89007101,95.88870372
8000726,49.79782767,95.80400804
8000727,49.82505715,96.02422255
8000728,49.80796905,75.30413481
8000729,49.79725521,75.88959704
8000730,49.78458334,75.90291667
8000731,49.79927382,97.68755014
8000732,49.78342016,75.92772905
8000733,49.78204992,90.53274603
8000734,49.78020846,75.90729167
8000735,49.77937167,75.9670931
8000736,49.77863977,90.56007312
8000737,49.80006502,94.55553706
8000738,49.77666667,95.04374999
8000739,49.77728769,75.95294589
8000740,49.78514661,97.08900319
8000741,49.7799248,75.35815853
8000742,49.78019977,75.98660792
8000743,49.83220257,91.35796767
8000744,49.81370775,95.53045137
8000745,49.8244934,93.68395931
8000746,49.81957716,91.7325832
8000747,49.77355541,75.61050671
8000748,49.98280156,92.02176292
8000749,49.77625382,91.61850114
8000750,49.77363658,75.43530627
8000751,49.81059548,94.16284007
8000752,49.77627745,75.53853107
8000753,49.77880431,92.01104785
8000754,49.78087212,97.84904067
8000755,49.8443785,90.54613796
8000756,49.76922819,90.52312124
8000757,49.80214948,96.58860116
8000758,49.77022218,97.76220606
8000759,49.76340336,95.58642298
8000760,49.76154505,91.6377485
8000761,49.77192815,75.33168779
8000762,49.76779834,95.70368125
8000763,49.76950199,95.73529498
8000764,49.79041924,94.50259071
8000765,49.76809766,95.13505837
8000766,49.800519,91.09950519
8000767,49.75850637,96.62880859
8000768,49.79613711,96.71613352
8000769,49.75930123,91.60936862
8000770,49.76537435,95.02747729
8000771,49.75485895,97.87480085
8000772,49.82641917,90.3409459
8000773,49.78211921,90.43765705
8000774,49.74655116,97.92329647
8000775,49.74735608,95.68135536
8000776,49.75383208,91.77332865
8000777,49.76283086,76.15545596
8000778,49.77241167,90.48055704
8000779,49.75058656,90.49989044
8000780,49.75308826,76.06488972
8000781,49.85461988,93.34980677
8000782,49.76761912,96.39250999
8000783,49.74785122,95.62373596
8000784,49.74388478,91.66394882
8000785,49.74248101,96.7074888
8000786,49.73786142,95.01122362
8000787,49.75744074,95.5196748
8000788,49.73247089,76.24594015
8000789,49.86266756,92.5401606
8000790,49.81984633,92.85267024
8000791,49.74763388,96.27309339
8000792,49.73269402,96.7546186
8000793,49.75469783,96.81667848
8000794,49.72944258,91.68970674
8000795,49.759258,96.08326983
8000796,49.74979148,96.47842564
8000797,49.73151529,96.20261196
8000798,49.72863347,91.72604771
8000799,49.73122256,91.75080722
8000800,49.73663955,97.90582369
8000801,49.7255249,96.08205805
8000802,49.76269508,96.99891034
8000803,49.75865371,92.03309233
8000804,49.73031504,96.13365017
8000805,49.84568662,93.16058768
8000806,49.80401497,92.18370045
8000807,49.71949258,76.27657874
8000808,49.71975389,91.68443804
8000809,49.71604185,92.03148604
8000810,49.74401788,94.57360899
8000811,49.78391759,90.86551594
8000812,49.73291607,90.87080583
8000813,49.71923499,96.37346799
8000814,49.72590029,91.55486263
8000815,49.71808866,96.28763522
8000816,49.73959154,75.62848912
8000817,49.74751128,96.9017942
8000818,49.76845397,94.75008523
8000819,49.70822662,97.40990596
8000820,49.75300671,97.54227007
8000821,49.73717634,90.61744552
8000822,49.74521526,90.68544165
8000823,49.84157575,92.6623873
8000824,49.71105319,96.99298286
8000825,49.69367276,97.04806001
8000826,49.7724007,93.86910461
8000827,49.70748313,95.95734118
8000828,49.72222762,95.69419735
8000829,49.70672878,96.01307321
8000830,49.72272328,95.53832132
8000831,49.70679879,96.21152471
8000832,49.69815247,96.87072651
8000833,49.70460165,96.77206352
8000834,49.76465125,94.10177019
8000835,49.68551589,97.05730687
8000836,49.72642711,94.53848085
8000837,49.67889948,95.7032809
8000838,49.67911718,93.81749287
8000839,49.73886832,94.69633237
8000840,49.67109132,95.70693779
8000841,49.72134403,75.41436128
8000842,49.70500724,90.09481402
8000843,49.68062945,91.09217438
8000844,49.6734461,91.11256485
8000845,49.68447044,97.31774748
8000846,49.68744361,97.36576291
8000847,49.74887156,90.02541419
8000848,49.70251895,95.37701551
8000849,49.67785104,95.85592264
8000850,49.69377438,96.09547186
8000851,49.66491579,90.15613496
8000852,49.69590377,90.4988623
8000853,49.6855782,90.54093957
